df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
1594,川之石,若草交流センター,NA,O,O,O,O,O,0,E3820400093111,八幡浜,2021/10/1
1595,松蔭,松蔭小学校　体育館,NA,O,O,O,O,O,0,E3820400032112,八幡浜,2021/10/1
1596,松蔭,松蔭小学校　本校舎,NA,O,O,O,O,O,0,E3820400032111,八幡浜,2021/10/1
1597,松蔭,松蔭地区公民館 ,NA,O,O,O,O,O,0,E3820400005111,八幡浜,2021/10/1
1598,千丈,松柏中学校　体育館,NA,O,O,O,O,O,0,E3820400046113,八幡浜,2021/10/1
1599,千丈,松柏中学校　西教練,NA,O,O,O,O,O,0,E3820400046111,八幡浜,2021/10/1
1600,千丈,松柏中学校　本館,NA,O,O,O,O,O,0,E3820400046112,八幡浜,2021/10/1
1601,真穴,真穴小学校 ,NA,O,O,O,O,O,0,E3820400052113,八幡浜,2021/10/1
1602,真穴,真穴地区公民館 ,NA,O,O,O,O,O,0,E3820400020111,八幡浜,2021/10/1
1603,真穴,真穴中学校　校舎,NA,O,O,O,O,O,0,E3820400052112,八幡浜,2021/10/1
1604,真穴,真穴保育所 ,NA,O,O,O,O,O,0,E3820400050111,八幡浜,2021/10/1
1605,江戸岡,神宮通福祉会館 ,NA,O,O,O,O,O,0,E3820400013111,八幡浜,2021/10/1
1606,神山,神山小学校　校舎,NA,O,O,O,O,O,0,E3820400023111,八幡浜,2021/10/1
1607,神山,神山小学校　体育館,NA,O,O,O,O,O,0,E3820400023112,八幡浜,2021/10/1
1608,神山,神山地区公民館 ,NA,O,O,O,O,O,0,E3820400021111,八幡浜,2021/10/1
1609,神山,神山保育所 ,NA,O,O,O,O,O,0,E3820400026111,八幡浜,2021/10/1
1610,神山,神山幼稚園 ,NA,O,O,O,O,O,0,E3820400024111,八幡浜,2021/10/1
1611,舌田,舌田地区公民館 ,NA,O,O,O,O,O,0,E3820400037111,八幡浜,2021/10/1
1612,千丈,千丈小学校　校舎,NA,O,O,O,O,O,0,E3820400016111,八幡浜,2021/10/1
1613,千丈,千丈小学校　体育館,NA,O,O,O,O,O,0,E3820400016112,八幡浜,2021/10/1
1614,千丈,千丈地区公民館 ,NA,O,O,O,O,O,0,E3820400047111,八幡浜,2021/10/1
1615,千丈,千丈地区公民館高野地分館 ,NA,O,O,O,O,O,0,E3820400036111,八幡浜,2021/10/1
1616,千丈,千丈保育所 ,NA,O,O,O,O,O,0,E3820400045111,八幡浜,2021/10/1
1617,川上,川上小学校　校舎,NA,O,O,O,O,O,0,E3820400054111,八幡浜,2021/10/1
1618,川上,川上小学校　体育館,NA,O,O,O,O,O,0,E3820400054112,八幡浜,2021/10/1
1619,川上,川上地区公民館 ,NA,O,O,O,O,O,0,E3820400056111,八幡浜,2021/10/1
1620,川上,川上保育所 ,NA,O,O,O,O,O,0,E3820400055111,八幡浜,2021/10/1
1621,川之石,川之石高等学校　北教練,NA,O,O,O,O,O,0,E3820400089113,八幡浜,2021/10/1
1622,川之石,川之石高等学校　体育館,NA,O,O,O,O,O,0,E3820400089114,八幡浜,2021/10/1
1623,川之石,川之石高等学校　武道場,NA,O,O,O,O,O,0,E3820400089111,八幡浜,2021/10/1
1624,川之石,川之石高等学校　本館　南教練,NA,O,O,O,O,O,0,E3820400089112,八幡浜,2021/10/1
1625,川之石,川之石小学校　校舎,NA,O,O,O,O,O,0,E3820400095111,八幡浜,2021/10/1
1626,川之石,川之石小学校　体育館,NA,O,O,O,O,O,0,E3820400095112,八幡浜,2021/10/1
1627,川之石,川之石地区交流拠点施設みなせ ,NA,O,O,O,O,O,0,E3820400094111,八幡浜,2021/10/1
1628,川之内,川之内地区公民館 ,NA,O,O,O,O,O,0,E3820400058111,八幡浜,2021/10/1
1629,双岩,双岩小学校　校舎,NA,O,O,O,O,O,0,E3820400040111,八幡浜,2021/10/1
1630,双岩,双岩小学校　体育館,NA,O,O,O,O,O,0,E3820400040112,八幡浜,2021/10/1
1631,双岩,双岩地区公民館 ,NA,O,O,O,O,O,0,E3820400039111,八幡浜,2021/10/1
1632,双岩,双岩保育所 ,NA,O,O,O,O,O,0,E3820400041111,八幡浜,2021/10/1
1633,松蔭,総合福祉文化センタX,NA,O,O,O,O,O,0,E3820400031111,八幡浜,2021/10/1
1634,大島,大島開発総合センター（大島地区公民館） ,NA,O,O,O,O,O,0,E3820400059111,八幡浜,2021/10/1
1635,大島,大島産業振興センター,NA,O,O,O,O,O,0,E3820400060112,八幡浜,2021/10/1
1636,大島,大島体育館 ,NA,O,O,O,O,O,0,E3820400060111,八幡浜,2021/10/1
1637,川之石,楠町自治公民館 ,NA,O,O,O,O,O,0,E3820400091111,八幡浜,2021/10/1
1638,日土,日土小学校　体育館,NA,O,O,O,O,O,0,E3820400062113,八幡浜,2021/10/1
1639,日土,日土小学校　西・中校舎,NA,O,O,O,O,O,0,E3820400062111,八幡浜,2021/10/1
1640,日土,日土小学校　東校舎,NA,O,O,O,O,O,0,E3820400062112,八幡浜,2021/10/1
1641,日土東,日土東地区複合施設（日土東地区公民館） ,NA,O,O,O,O,O,0,E3820400065111,八幡浜,2021/10/1
1642,日土,日土保育所 ,NA,O,O,O,O,O,0,E3820400067111,八幡浜,2021/10/1
1643,白浜,白浜小学校　体育館,NA,O,O,O,O,O,0,E3820400030113,八幡浜,2021/10/1
1644,白浜,白浜小学校　西校舎,NA,O,O,O,O,O,0,E3820400030111,八幡浜,2021/10/1
1645,白浜,白浜小学校　東校舎,NA,O,O,O,O,O,0,E3820400030112,八幡浜,2021/10/1
1646,白浜,白浜地区公民館 ,NA,O,O,O,O,O,0,E3820400101111,八幡浜,2021/10/1
1647,白浜,白浜保育所 ,NA,O,O,O,O,O,0,E3820400004111,八幡浜,2021/10/1
1648,神山,八代中学校　体育館,NA,O,O,O,O,O,0,E3820400068113,八幡浜,2021/10/1
1649,神山,八代中学校　本館,NA,O,O,O,O,O,0,E3820400068112,八幡浜,2021/10/1
1650,神山,八代中学校　木造校舎,NA,O,O,O,O,O,0,E3820400068111,八幡浜,2021/10/1
1651,神山,八幡浜工業高等学校　体育館,NA,O,O,O,O,O,0,E3820400022112,八幡浜,2021/10/1
1652,神山,八幡浜工業高等学校　武道場,NA,O,O,O,O,O,0,E3820400022111,八幡浜,2021/10/1
1653,千丈,八幡浜高等学校　いずしね,NA,O,O,O,O,O,0,E3820400048111,八幡浜,2021/10/1
1654,千丈,八幡浜高等学校　格技場,NA,O,O,O,O,O,0,E3820400048112,八幡浜,2021/10/1
1655,千丈,八幡浜高等学校　体育館,NA,O,O,O,O,O,0,E3820400048113,八幡浜,2021/10/1
1656,白浜,八幡浜市民スポーツセンター,NA,O,O,O,O,O,0,E3820400100111,八幡浜,2021/10/1
1657,江戸岡,八幡浜市民図書館 ,NA,O,O,O,O,O,0,E3820400011111,八幡浜,2021/10/1
1658,江戸岡,八幡浜市民文化活動センター,NA,O,O,O,O,O,0,E3820400012111,八幡浜,2021/10/1
1659,白浜,八幡浜市役所八幡浜庁舎 ,NA,O,O,O,O,O,0,E3820400096111,八幡浜,2021/10/1
1660,宮内,八幡浜市役所保内庁舎 ,NA,O,O,O,O,O,0,E3820400080111,八幡浜,2021/10/1
1661,松蔭,八幡浜児童センター,NA,O,O,O,O,O,0,E3820400017111,八幡浜,2021/10/1
1662,江戸岡,武道館 ,NA,O,O,O,O,O,0,E3820400010111,八幡浜,2021/10/1
1663,宮内,文化会館 ,NA,O,O,O,O,O,0,E3820400077111,八幡浜,2021/10/1
1664,千丈,保健福祉総合センター,NA,O,O,O,O,O,0,E3820400043111,八幡浜,2021/10/1
1665,宮内,保内児童センター,NA,O,O,O,O,O,0,E3820400081111,八幡浜,2021/10/1
1666,喜須来,保内中央体育館 ,NA,O,O,O,O,O,0,E3820400072111,八幡浜,2021/10/1
1667,川之石,保内中学校　校舎,NA,O,O,O,O,O,0,E3820400092111,八幡浜,2021/10/1
1668,川之石,保内中学校　体育館,NA,O,O,O,O,O,0,E3820400092112,八幡浜,2021/10/1
1669,宮内,保内福祉会館 ,NA,O,O,O,O,O,0,E3820400079111,八幡浜,2021/10/1
1670,宮内,保内保育所 ,NA,O,O,O,O,O,0,E3820400082111,八幡浜,2021/10/1
1671,宮内,保内保健福祉センター,NA,O,O,O,O,O,0,E3820400078111,八幡浜,2021/10/1
1672,宮内,保内幼稚園 ,NA,O,O,O,O,O,0,E3820400085111,八幡浜,2021/10/1
1673,観音寺,コミュニティ防災センター ,NA,O,O,O,X,O,0,E3720500090111,観音寺,2024/12/2
1674,観音寺,ふれあい文化センター,NA,O,O,X,X,O,0,E3720500026111,観音寺,2024/12/2
1675,観音寺,伊吹公民館 ,NA,X,X,O,O,O,0,E3720500005111,観音寺,2024/12/2
1676,観音寺,伊吹支所 ,NA,O,O,O,O,O,0,E3720500004111,観音寺,2024/12/2
1677,観音寺,伊吹保育所 ,NA,O,O,O,O,O,0,E3720500006111,観音寺,2024/12/2
1678,観音寺,伊吹中学校・小学校（体育館）,NA,O,O,O,O,O,0,E3720500007111,観音寺,2024/12/2
1679,観音寺,一ノ谷公民館,NA,O,O,O,X,O,0,E3720500019111,観音寺,2024/12/2
1680,観音寺,一ノ谷小学校（体育館）,NA,O,O,O,X,O,0,E3720500017111,観音寺,2024/12/2
1681,観音寺,株式会社総合開発リネンサプライ事業,NA,O,O,O,O,O,0,E3720500036111,観音寺,2024/12/2
1682,観音寺,観音寺東公民館体育館,NA,X,X,X,X,O,0,E3720500084112,観音寺,2024/12/2
1683,観音寺,観音寺こども園 ,NA,X,X,X,X,O,0,E3720500010111,観音寺,2024/12/2
1684,観音寺,観音寺商工会議所,NA,O,O,O,O,O,0,E3720500024111,観音寺,2024/12/2
1685,観音寺,観音寺小学校（体育館）,NA,X,X,X,X,O,0,E3720500009111,観音寺,2024/12/2
1686,観音寺,観音寺総合高等学校（体育館）,NA,O,O,X,X,O,0,E3720500065111,観音寺,2024/12/2
1687,観音寺,観音寺第一高等学校（体育館）,NA,O,O,X,X,O,0,E3720500085111,観音寺,2024/12/2
1688,観音寺,観音寺中央図書館,NA,O,O,X,X,O,0,E3720500023113,観音寺,2024/12/2
1689,観音寺,観音寺中央幼稚園,NA,O,O,O,X,O,0,E3720500098111,観音寺,2024/12/2
1690,観音寺,観音寺中学校 （ 武 道 館 ） ,NA,O,O,X,X,O,0,E3720500068111,観音寺,2024/12/2
1691,観音寺,観音寺中学校（体育館） ,NA,O,O,O,O,O,0,E3720500068112,観音寺,2024/12/2
1692,観音寺,観音寺中部こども園,NA,O,O,O,O,O,0,E3720500032111,観音寺,2024/12/2
1693,観音寺,観音寺東公民館,NA,O,O,X,X,O,0,E3720500084111,観音寺,2024/12/2
1694,観音寺,観音寺南公民館 ,NA,X,X,O,O,O,0,E3720500012111,観音寺,2024/12/2
1695,観音寺,旧一ノ谷幼稚園 ,NA,O,O,O,X,O,0,E3720500018111,観音寺,2024/12/2
1696,観音寺,旧高室幼稚園 ,NA,O,O,O,O,O,0,E3720500021111,観音寺,2024/12/2
1697,観音寺,共同福祉施設 ,NA,X,X,O,O,O,0,E3720500023112,観音寺,2024/12/2
1698,観音寺,高室公民館,NA,O,O,O,O,O,0,E3720500022111,観音寺,2024/12/2
1699,観音寺,高室小学校（ 体育館 ） ,NA,O,O,O,O,O,0,E3720500020111,観音寺,2024/12/2
1700,観音寺,市立総合体育館,NA,O,O,O,O,O,0,E3720500063111,観音寺,2024/12/2
1701,観音寺,室本公民館 ,NA,X,X,X,O,O,0,E3720500029111,観音寺,2024/12/2
1702,観音寺,常磐公民館,NA,O,O,O,O,O,0,E3720500034111,観音寺,2024/12/2
1703,観音寺,常磐小学校（体育館） ,NA,O,O,O,O,O,0,E3720500033111,観音寺,2024/12/2
1704,観音寺,中部中学校（体育館 ） ,NA,O,O,O,X,O,0,E3720500094112,観音寺,2024/12/2
1705,観音寺,中部中学校（武道館） ,NA,O,O,O,X,O,0,E3720500094111,観音寺,2024/12/2
